NSimbolos	MaxPos	encoded	decoded	==?
3	46	1001110100001101101011010010100	10112100121221210210	True
ERRO	4	66	0101111111111011101010	[['3322212330', '010111111111101110101011'], ['3322212331', '0101111111111011101010'], ['3322212332', '010111111111101110101111'], ['3322212333', '01011111111110111010101'], ['33222123110', '010111111111101110100011'], ['33222123111', '0101111111111011101000'], ['33222123112', '010111111111101110100111'], ['33222123113', '01011111111110111010001'], ['332221211110', '010111111111101110000011'], ['332221211111', '0101111111111011100000'], ['332221211112', '010111111111101110000111'], ['332221211113', '01011111111110111000001'], ['332220111110', '010111111111101100000011'], ['332220111111', '0101111111111011000000'], ['332220111112', '010111111111101100000111'], ['332220111113', '01011111111110110000001'], ['3322231111110', '010111111111101000000011'], ['3322231111111', '0101111111111010000000'], ['3322231111112', '010111111111101000000111'], ['3322231111113', '01011111111110100000001'], ['33222111111110', '010111111111100000000011'], ['33222111111111', '0101111111111000000000'], ['33222111111112', '010111111111100000000111'], ['33222111111113', '01011111111110000000001'], ['312221111111110', '010111111111000000000011'], ['312221111111111', '0101111111110000000000'], ['312221111111112', '010111111111000000000111'], ['312221111111113', '01011111111100000000001'], ['302211111111110', '010111111110000000000011'], ['302211111111111', '0101111111100000000000'], ['302211111111112', '010111111110000000000111'], ['302211111111113', '01011111111000000000001'], ['3322111111111110', '010111111100000000000011'], ['3322111111111111', '0101111111000000000000'], ['3322111111111112', '010111111100000000000111'], ['3322111111111113', '01011111110000000000001'], ['31221111111111110', '010111111000000000000011'], ['31221111111111111', '0101111110000000000000'], ['31221111111111112', '010111111000000000000111'], ['31221111111111113', '01011111100000000000001'], ['30211111111111110', '010111110000000000000011'], ['30211111111111111', '0101111100000000000000'], ['30211111111111112', '010111110000000000000111'], ['30211111111111113', '01011111000000000000001'], ['332111111111111110', '010111100000000000000011'], ['332111111111111111', '0101111000000000000000'], ['332111111111111112', '010111100000000000000111'], ['332111111111111113', '01011110000000000000001'], ['3121111111111111110', '010111000000000000000011'], ['3121111111111111111', '0101110000000000000000'], ['3121111111111111112', '010111000000000000000111'], ['3121111111111111113', '01011100000000000000001'], ['3011111111111111110', '010110000000000000000011'], ['3011111111111111111', '0101100000000000000000'], ['3011111111111111112', '010110000000000000000111'], ['3011111111111111113', '01011000000000000000001'], ['33111111111111111110', '010100000000000000000011'], ['33111111111111111111', '0101000000000000000000'], ['33111111111111111112', '010100000000000000000111'], ['33111111111111111113', '01010000000000000000001'], ['311111111111111111110', '010000000000000000000011'], ['311111111111111111111', '0100000000000000000000'], ['311111111111111111112', '010000000000000000000111'], ['311111111111111111113', '01000000000000000000001'], ['1111111111111111111110', '000000000000000000000011'], ['1111111111111111111111', '0000000000000000000000'], ['1111111111111111111112', '000000000000000000000111'], ['1111111111111111111113', '00000000000000000000001']]
ERRO	4	68	01011111111110111010100	[['33222123310', '0101111111111011101010011'], ['33222123311', '01011111111110111010100'], ['33222123312', '0101111111111011101010111'], ['33222123313', '010111111111101110101001'], ['332221231110', '0101111111111011101000011'], ['332221231111', '01011111111110111010000'], ['332221231112', '0101111111111011101000111'], ['332221231113', '010111111111101110100001'], ['3322212111110', '0101111111111011100000011'], ['3322212111111', '01011111111110111000000'], ['3322212111112', '0101111111111011100000111'], ['3322212111113', '010111111111101110000001'], ['3322201111110', '0101111111111011000000011'], ['3322201111111', '01011111111110110000000'], ['3322201111112', '0101111111111011000000111'], ['3322201111113', '010111111111101100000001'], ['33222311111110', '0101111111111010000000011'], ['33222311111111', '01011111111110100000000'], ['33222311111112', '0101111111111010000000111'], ['33222311111113', '010111111111101000000001'], ['332221111111110', '0101111111111000000000011'], ['332221111111111', '01011111111110000000000'], ['332221111111112', '0101111111111000000000111'], ['332221111111113', '010111111111100000000001'], ['3122211111111110', '0101111111110000000000011'], ['3122211111111111', '01011111111100000000000'], ['3122211111111112', '0101111111110000000000111'], ['3122211111111113', '010111111111000000000001'], ['3022111111111110', '0101111111100000000000011'], ['3022111111111111', '01011111111000000000000'], ['3022111111111112', '0101111111100000000000111'], ['3022111111111113', '010111111110000000000001'], ['33221111111111110', '0101111111000000000000011'], ['33221111111111111', '01011111110000000000000'], ['33221111111111112', '0101111111000000000000111'], ['33221111111111113', '010111111100000000000001'], ['312211111111111110', '0101111110000000000000011'], ['312211111111111111', '01011111100000000000000'], ['312211111111111112', '0101111110000000000000111'], ['312211111111111113', '010111111000000000000001'], ['302111111111111110', '0101111100000000000000011'], ['302111111111111111', '01011111000000000000000'], ['302111111111111112', '0101111100000000000000111'], ['302111111111111113', '010111110000000000000001'], ['3321111111111111110', '0101111000000000000000011'], ['3321111111111111111', '01011110000000000000000'], ['3321111111111111112', '0101111000000000000000111'], ['3321111111111111113', '010111100000000000000001'], ['31211111111111111110', '0101110000000000000000011'], ['31211111111111111111', '01011100000000000000000'], ['31211111111111111112', '0101110000000000000000111'], ['31211111111111111113', '010111000000000000000001'], ['30111111111111111110', '0101100000000000000000011'], ['30111111111111111111', '01011000000000000000000'], ['30111111111111111112', '0101100000000000000000111'], ['30111111111111111113', '010110000000000000000001'], ['331111111111111111110', '0101000000000000000000011'], ['331111111111111111111', '01010000000000000000000'], ['331111111111111111112', '0101000000000000000000111'], ['331111111111111111113', '010100000000000000000001'], ['3111111111111111111110', '0100000000000000000000011'], ['3111111111111111111111', '01000000000000000000000'], ['3111111111111111111112', '0100000000000000000000111'], ['3111111111111111111113', '010000000000000000000001'], ['11111111111111111111110', '0000000000000000000000011'], ['11111111111111111111111', '00000000000000000000000'], ['11111111111111111111112', '0000000000000000000000111'], ['11111111111111111111113', '000000000000000000000001']]
ERRO	4	68	010111111111101110101000	[['332221233110', '01011111111110111010100011'], ['332221233111', '010111111111101110101000'], ['332221233112', '01011111111110111010100111'], ['332221233113', '0101111111111011101010001'], ['3322212311110', '01011111111110111010000011'], ['3322212311111', '010111111111101110100000'], ['3322212311112', '01011111111110111010000111'], ['3322212311113', '0101111111111011101000001'], ['33222121111110', '01011111111110111000000011'], ['33222121111111', '010111111111101110000000'], ['33222121111112', '01011111111110111000000111'], ['33222121111113', '0101111111111011100000001'], ['33222011111110', '01011111111110110000000011'], ['33222011111111', '010111111111101100000000'], ['33222011111112', '01011111111110110000000111'], ['33222011111113', '0101111111111011000000001'], ['332223111111110', '01011111111110100000000011'], ['332223111111111', '010111111111101000000000'], ['332223111111112', '01011111111110100000000111'], ['332223111111113', '0101111111111010000000001'], ['3322211111111110', '01011111111110000000000011'], ['3322211111111111', '010111111111100000000000'], ['3322211111111112', '01011111111110000000000111'], ['3322211111111113', '0101111111111000000000001'], ['31222111111111110', '01011111111100000000000011'], ['31222111111111111', '010111111111000000000000'], ['31222111111111112', '01011111111100000000000111'], ['31222111111111113', '0101111111110000000000001'], ['30221111111111110', '01011111111000000000000011'], ['30221111111111111', '010111111110000000000000'], ['30221111111111112', '01011111111000000000000111'], ['30221111111111113', '0101111111100000000000001'], ['332211111111111110', '01011111110000000000000011'], ['332211111111111111', '010111111100000000000000'], ['332211111111111112', '01011111110000000000000111'], ['332211111111111113', '0101111111000000000000001'], ['3122111111111111110', '01011111100000000000000011'], ['3122111111111111111', '010111111000000000000000'], ['3122111111111111112', '01011111100000000000000111'], ['3122111111111111113', '0101111110000000000000001'], ['3021111111111111110', '01011111000000000000000011'], ['3021111111111111111', '010111110000000000000000'], ['3021111111111111112', '01011111000000000000000111'], ['3021111111111111113', '0101111100000000000000001'], ['33211111111111111110', '01011110000000000000000011'], ['33211111111111111111', '010111100000000000000000'], ['33211111111111111112', '01011110000000000000000111'], ['33211111111111111113', '0101111000000000000000001'], ['312111111111111111110', '01011100000000000000000011'], ['312111111111111111111', '010111000000000000000000'], ['312111111111111111112', '01011100000000000000000111'], ['312111111111111111113', '0101110000000000000000001'], ['301111111111111111110', '01011000000000000000000011'], ['301111111111111111111', '010110000000000000000000'], ['301111111111111111112', '01011000000000000000000111'], ['301111111111111111113', '0101100000000000000000001'], ['3311111111111111111110', '01010000000000000000000011'], ['3311111111111111111111', '010100000000000000000000'], ['3311111111111111111112', '01010000000000000000000111'], ['3311111111111111111113', '0101000000000000000000001'], ['31111111111111111111110', '01000000000000000000000011'], ['31111111111111111111111', '010000000000000000000000'], ['31111111111111111111112', '01000000000000000000000111'], ['31111111111111111111113', '0100000000000000000000001'], ['111111111111111111111110', '00000000000000000000000011'], ['111111111111111111111111', '000000000000000000000000'], ['111111111111111111111112', '00000000000000000000000111'], ['111111111111111111111113', '0000000000000000000000001']]
ERRO	4	68	0101111111111011101010000	[['3322212331110', '010111111111101110101000011'], ['3322212331111', '0101111111111011101010000'], ['3322212331112', '010111111111101110101000111'], ['3322212331113', '01011111111110111010100001'], ['33222123111110', '010111111111101110100000011'], ['33222123111111', '0101111111111011101000000'], ['33222123111112', '010111111111101110100000111'], ['33222123111113', '01011111111110111010000001'], ['332221211111110', '010111111111101110000000011'], ['332221211111111', '0101111111111011100000000'], ['332221211111112', '010111111111101110000000111'], ['332221211111113', '01011111111110111000000001'], ['332220111111110', '010111111111101100000000011'], ['332220111111111', '0101111111111011000000000'], ['332220111111112', '010111111111101100000000111'], ['332220111111113', '01011111111110110000000001'], ['3322231111111110', '010111111111101000000000011'], ['3322231111111111', '0101111111111010000000000'], ['3322231111111112', '010111111111101000000000111'], ['3322231111111113', '01011111111110100000000001'], ['33222111111111110', '010111111111100000000000011'], ['33222111111111111', '0101111111111000000000000'], ['33222111111111112', '010111111111100000000000111'], ['33222111111111113', '01011111111110000000000001'], ['312221111111111110', '010111111111000000000000011'], ['312221111111111111', '0101111111110000000000000'], ['312221111111111112', '010111111111000000000000111'], ['312221111111111113', '01011111111100000000000001'], ['302211111111111110', '010111111110000000000000011'], ['302211111111111111', '0101111111100000000000000'], ['302211111111111112', '010111111110000000000000111'], ['302211111111111113', '01011111111000000000000001'], ['3322111111111111110', '010111111100000000000000011'], ['3322111111111111111', '0101111111000000000000000'], ['3322111111111111112', '010111111100000000000000111'], ['3322111111111111113', '01011111110000000000000001'], ['31221111111111111110', '010111111000000000000000011'], ['31221111111111111111', '0101111110000000000000000'], ['31221111111111111112', '010111111000000000000000111'], ['31221111111111111113', '01011111100000000000000001'], ['30211111111111111110', '010111110000000000000000011'], ['30211111111111111111', '0101111100000000000000000'], ['30211111111111111112', '010111110000000000000000111'], ['30211111111111111113', '01011111000000000000000001'], ['332111111111111111110', '010111100000000000000000011'], ['332111111111111111111', '0101111000000000000000000'], ['332111111111111111112', '010111100000000000000000111'], ['332111111111111111113', '01011110000000000000000001'], ['3121111111111111111110', '010111000000000000000000011'], ['3121111111111111111111', '0101110000000000000000000'], ['3121111111111111111112', '010111000000000000000000111'], ['3121111111111111111113', '01011100000000000000000001'], ['3011111111111111111110', '010110000000000000000000011'], ['3011111111111111111111', '0101100000000000000000000'], ['3011111111111111111112', '010110000000000000000000111'], ['3011111111111111111113', '01011000000000000000000001'], ['33111111111111111111110', '010100000000000000000000011'], ['33111111111111111111111', '0101000000000000000000000'], ['33111111111111111111112', '010100000000000000000000111'], ['33111111111111111111113', '01010000000000000000000001'], ['311111111111111111111110', '010000000000000000000000011'], ['311111111111111111111111', '0100000000000000000000000'], ['311111111111111111111112', '010000000000000000000000111'], ['311111111111111111111113', '01000000000000000000000001'], ['1111111111111111111111110', '000000000000000000000000011'], ['1111111111111111111111111', '0000000000000000000000000'], ['1111111111111111111111112', '000000000000000000000000111'], ['1111111111111111111111113', '00000000000000000000000001']]
4	68	010111111111101110101000001	33222123311113	True
ERRO	4	70	0101111111111011101010000010	[['332221233111130', '010111111111101110101000001011'], ['332221233111131', '0101111111111011101010000010'], ['332221233111132', '010111111111101110101000001111'], ['332221233111133', '01011111111110111010100000101'], ['3322212331111110', '010111111111101110101000000011'], ['3322212331111111', '0101111111111011101010000000'], ['3322212331111112', '010111111111101110101000000111'], ['3322212331111113', '01011111111110111010100000001'], ['33222123111111110', '010111111111101110100000000011'], ['33222123111111111', '0101111111111011101000000000'], ['33222123111111112', '010111111111101110100000000111'], ['33222123111111113', '01011111111110111010000000001'], ['332221211111111110', '010111111111101110000000000011'], ['332221211111111111', '0101111111111011100000000000'], ['332221211111111112', '010111111111101110000000000111'], ['332221211111111113', '01011111111110111000000000001'], ['332220111111111110', '010111111111101100000000000011'], ['332220111111111111', '0101111111111011000000000000'], ['332220111111111112', '010111111111101100000000000111'], ['332220111111111113', '01011111111110110000000000001'], ['3322231111111111110', '010111111111101000000000000011'], ['3322231111111111111', '0101111111111010000000000000'], ['3322231111111111112', '010111111111101000000000000111'], ['3322231111111111113', '01011111111110100000000000001'], ['33222111111111111110', '010111111111100000000000000011'], ['33222111111111111111', '0101111111111000000000000000'], ['33222111111111111112', '010111111111100000000000000111'], ['33222111111111111113', '01011111111110000000000000001'], ['312221111111111111110', '010111111111000000000000000011'], ['312221111111111111111', '0101111111110000000000000000'], ['312221111111111111112', '010111111111000000000000000111'], ['312221111111111111113', '01011111111100000000000000001'], ['302211111111111111110', '010111111110000000000000000011'], ['302211111111111111111', '0101111111100000000000000000'], ['302211111111111111112', '010111111110000000000000000111'], ['302211111111111111113', '01011111111000000000000000001'], ['3322111111111111111110', '010111111100000000000000000011'], ['3322111111111111111111', '0101111111000000000000000000'], ['3322111111111111111112', '010111111100000000000000000111'], ['3322111111111111111113', '01011111110000000000000000001'], ['31221111111111111111110', '010111111000000000000000000011'], ['31221111111111111111111', '0101111110000000000000000000'], ['31221111111111111111112', '010111111000000000000000000111'], ['31221111111111111111113', '01011111100000000000000000001'], ['30211111111111111111110', '010111110000000000000000000011'], ['30211111111111111111111', '0101111100000000000000000000'], ['30211111111111111111112', '010111110000000000000000000111'], ['30211111111111111111113', '01011111000000000000000000001'], ['332111111111111111111110', '010111100000000000000000000011'], ['332111111111111111111111', '0101111000000000000000000000'], ['332111111111111111111112', '010111100000000000000000000111'], ['332111111111111111111113', '01011110000000000000000000001'], ['3121111111111111111111110', '010111000000000000000000000011'], ['3121111111111111111111111', '0101110000000000000000000000'], ['3121111111111111111111112', '010111000000000000000000000111'], ['3121111111111111111111113', '01011100000000000000000000001'], ['3011111111111111111111110', '010110000000000000000000000011'], ['3011111111111111111111111', '0101100000000000000000000000'], ['3011111111111111111111112', '010110000000000000000000000111'], ['3011111111111111111111113', '01011000000000000000000000001'], ['33111111111111111111111110', '010100000000000000000000000011'], ['33111111111111111111111111', '0101000000000000000000000000'], ['33111111111111111111111112', '010100000000000000000000000111'], ['33111111111111111111111113', '01010000000000000000000000001'], ['311111111111111111111111110', '010000000000000000000000000011'], ['311111111111111111111111111', '0100000000000000000000000000'], ['311111111111111111111111112', '010000000000000000000000000111'], ['311111111111111111111111113', '01000000000000000000000000001'], ['1111111111111111111111111110', '000000000000000000000000000011'], ['1111111111111111111111111111', '0000000000000000000000000000'], ['1111111111111111111111111112', '000000000000000000000000000111'], ['1111111111111111111111111113', '00000000000000000000000000001']]
ERRO	4	72	01011111111110111010100000100	[['3322212331111310', '0101111111111011101010000010011'], ['3322212331111311', '01011111111110111010100000100'], ['3322212331111312', '0101111111111011101010000010111'], ['3322212331111313', '010111111111101110101000001001'], ['33222123311111110', '0101111111111011101010000000011'], ['33222123311111111', '01011111111110111010100000000'], ['33222123311111112', '0101111111111011101010000000111'], ['33222123311111113', '010111111111101110101000000001'], ['332221231111111110', '0101111111111011101000000000011'], ['332221231111111111', '01011111111110111010000000000'], ['332221231111111112', '0101111111111011101000000000111'], ['332221231111111113', '010111111111101110100000000001'], ['3322212111111111110', '0101111111111011100000000000011'], ['3322212111111111111', '01011111111110111000000000000'], ['3322212111111111112', '0101111111111011100000000000111'], ['3322212111111111113', '010111111111101110000000000001'], ['3322201111111111110', '0101111111111011000000000000011'], ['3322201111111111111', '01011111111110110000000000000'], ['3322201111111111112', '0101111111111011000000000000111'], ['3322201111111111113', '010111111111101100000000000001'], ['33222311111111111110', '0101111111111010000000000000011'], ['33222311111111111111', '01011111111110100000000000000'], ['33222311111111111112', '0101111111111010000000000000111'], ['33222311111111111113', '010111111111101000000000000001'], ['332221111111111111110', '0101111111111000000000000000011'], ['332221111111111111111', '01011111111110000000000000000'], ['332221111111111111112', '0101111111111000000000000000111'], ['332221111111111111113', '010111111111100000000000000001'], ['3122211111111111111110', '0101111111110000000000000000011'], ['3122211111111111111111', '01011111111100000000000000000'], ['3122211111111111111112', '0101111111110000000000000000111'], ['3122211111111111111113', '010111111111000000000000000001'], ['3022111111111111111110', '0101111111100000000000000000011'], ['3022111111111111111111', '01011111111000000000000000000'], ['3022111111111111111112', '0101111111100000000000000000111'], ['3022111111111111111113', '010111111110000000000000000001'], ['33221111111111111111110', '0101111111000000000000000000011'], ['33221111111111111111111', '01011111110000000000000000000'], ['33221111111111111111112', '0101111111000000000000000000111'], ['33221111111111111111113', '010111111100000000000000000001'], ['312211111111111111111110', '0101111110000000000000000000011'], ['312211111111111111111111', '01011111100000000000000000000'], ['312211111111111111111112', '0101111110000000000000000000111'], ['312211111111111111111113', '010111111000000000000000000001'], ['302111111111111111111110', '0101111100000000000000000000011'], ['302111111111111111111111', '01011111000000000000000000000'], ['302111111111111111111112', '0101111100000000000000000000111'], ['302111111111111111111113', '010111110000000000000000000001'], ['3321111111111111111111110', '0101111000000000000000000000011'], ['3321111111111111111111111', '01011110000000000000000000000'], ['3321111111111111111111112', '0101111000000000000000000000111'], ['3321111111111111111111113', '010111100000000000000000000001'], ['31211111111111111111111110', '0101110000000000000000000000011'], ['31211111111111111111111111', '01011100000000000000000000000'], ['31211111111111111111111112', '0101110000000000000000000000111'], ['31211111111111111111111113', '010111000000000000000000000001'], ['30111111111111111111111110', '0101100000000000000000000000011'], ['30111111111111111111111111', '01011000000000000000000000000'], ['30111111111111111111111112', '0101100000000000000000000000111'], ['30111111111111111111111113', '010110000000000000000000000001'], ['331111111111111111111111110', '0101000000000000000000000000011'], ['331111111111111111111111111', '01010000000000000000000000000'], ['331111111111111111111111112', '0101000000000000000000000000111'], ['331111111111111111111111113', '010100000000000000000000000001'], ['3111111111111111111111111110', '0100000000000000000000000000011'], ['3111111111111111111111111111', '01000000000000000000000000000'], ['3111111111111111111111111112', '0100000000000000000000000000111'], ['3111111111111111111111111113', '010000000000000000000000000001'], ['11111111111111111111111111110', '0000000000000000000000000000011'], ['11111111111111111111111111111', '00000000000000000000000000000'], ['11111111111111111111111111112', '0000000000000000000000000000111'], ['11111111111111111111111111113', '000000000000000000000000000001']]
ERRO	4	72	010111111111101110101000001000	[['33222123311113110', '01011111111110111010100000100011'], ['33222123311113111', '010111111111101110101000001000'], ['33222123311113112', '01011111111110111010100000100111'], ['33222123311113113', '0101111111111011101010000010001'], ['332221233111111110', '01011111111110111010100000000011'], ['332221233111111111', '010111111111101110101000000000'], ['332221233111111112', '01011111111110111010100000000111'], ['332221233111111113', '0101111111111011101010000000001'], ['3322212311111111110', '01011111111110111010000000000011'], ['3322212311111111111', '010111111111101110100000000000'], ['3322212311111111112', '01011111111110111010000000000111'], ['3322212311111111113', '0101111111111011101000000000001'], ['33222121111111111110', '01011111111110111000000000000011'], ['33222121111111111111', '010111111111101110000000000000'], ['33222121111111111112', '01011111111110111000000000000111'], ['33222121111111111113', '0101111111111011100000000000001'], ['33222011111111111110', '01011111111110110000000000000011'], ['33222011111111111111', '010111111111101100000000000000'], ['33222011111111111112', '01011111111110110000000000000111'], ['33222011111111111113', '0101111111111011000000000000001'], ['332223111111111111110', '01011111111110100000000000000011'], ['332223111111111111111', '010111111111101000000000000000'], ['332223111111111111112', '01011111111110100000000000000111'], ['332223111111111111113', '0101111111111010000000000000001'], ['3322211111111111111110', '01011111111110000000000000000011'], ['3322211111111111111111', '010111111111100000000000000000'], ['3322211111111111111112', '01011111111110000000000000000111'], ['3322211111111111111113', '0101111111111000000000000000001'], ['31222111111111111111110', '01011111111100000000000000000011'], ['31222111111111111111111', '010111111111000000000000000000'], ['31222111111111111111112', '01011111111100000000000000000111'], ['31222111111111111111113', '0101111111110000000000000000001'], ['30221111111111111111110', '01011111111000000000000000000011'], ['30221111111111111111111', '010111111110000000000000000000'], ['30221111111111111111112', '01011111111000000000000000000111'], ['30221111111111111111113', '0101111111100000000000000000001'], ['332211111111111111111110', '01011111110000000000000000000011'], ['332211111111111111111111', '010111111100000000000000000000'], ['332211111111111111111112', '01011111110000000000000000000111'], ['332211111111111111111113', '0101111111000000000000000000001'], ['3122111111111111111111110', '01011111100000000000000000000011'], ['3122111111111111111111111', '010111111000000000000000000000'], ['3122111111111111111111112', '01011111100000000000000000000111'], ['3122111111111111111111113', '0101111110000000000000000000001'], ['3021111111111111111111110', '01011111000000000000000000000011'], ['3021111111111111111111111', '010111110000000000000000000000'], ['3021111111111111111111112', '01011111000000000000000000000111'], ['3021111111111111111111113', '0101111100000000000000000000001'], ['33211111111111111111111110', '01011110000000000000000000000011'], ['33211111111111111111111111', '010111100000000000000000000000'], ['33211111111111111111111112', '01011110000000000000000000000111'], ['33211111111111111111111113', '0101111000000000000000000000001'], ['312111111111111111111111110', '01011100000000000000000000000011'], ['312111111111111111111111111', '010111000000000000000000000000'], ['312111111111111111111111112', '01011100000000000000000000000111'], ['312111111111111111111111113', '0101110000000000000000000000001'], ['301111111111111111111111110', '01011000000000000000000000000011'], ['301111111111111111111111111', '010110000000000000000000000000'], ['301111111111111111111111112', '01011000000000000000000000000111'], ['301111111111111111111111113', '0101100000000000000000000000001'], ['3311111111111111111111111110', '01010000000000000000000000000011'], ['3311111111111111111111111111', '010100000000000000000000000000'], ['3311111111111111111111111112', '01010000000000000000000000000111'], ['3311111111111111111111111113', '0101000000000000000000000000001'], ['31111111111111111111111111110', '01000000000000000000000000000011'], ['31111111111111111111111111111', '010000000000000000000000000000'], ['31111111111111111111111111112', '01000000000000000000000000000111'], ['31111111111111111111111111113', '0100000000000000000000000000001'], ['111111111111111111111111111110', '00000000000000000000000000000011'], ['111111111111111111111111111111', '000000000000000000000000000000'], ['111111111111111111111111111112', '00000000000000000000000000000111'], ['111111111111111111111111111113', '0000000000000000000000000000001']]
ERRO	4	72	0101111111111011101010000010000	[['332221233111131110', '010111111111101110101000001000011'], ['332221233111131111', '0101111111111011101010000010000'], ['332221233111131112', '010111111111101110101000001000111'], ['332221233111131113', '01011111111110111010100000100001'], ['3322212331111111110', '010111111111101110101000000000011'], ['3322212331111111111', '0101111111111011101010000000000'], ['3322212331111111112', '010111111111101110101000000000111'], ['3322212331111111113', '01011111111110111010100000000001'], ['33222123111111111110', '010111111111101110100000000000011'], ['33222123111111111111', '0101111111111011101000000000000'], ['33222123111111111112', '010111111111101110100000000000111'], ['33222123111111111113', '01011111111110111010000000000001'], ['332221211111111111110', '010111111111101110000000000000011'], ['332221211111111111111', '0101111111111011100000000000000'], ['332221211111111111112', '010111111111101110000000000000111'], ['332221211111111111113', '01011111111110111000000000000001'], ['332220111111111111110', '010111111111101100000000000000011'], ['332220111111111111111', '0101111111111011000000000000000'], ['332220111111111111112', '010111111111101100000000000000111'], ['332220111111111111113', '01011111111110110000000000000001'], ['3322231111111111111110', '010111111111101000000000000000011'], ['3322231111111111111111', '0101111111111010000000000000000'], ['3322231111111111111112', '010111111111101000000000000000111'], ['3322231111111111111113', '01011111111110100000000000000001'], ['33222111111111111111110', '010111111111100000000000000000011'], ['33222111111111111111111', '0101111111111000000000000000000'], ['33222111111111111111112', '010111111111100000000000000000111'], ['33222111111111111111113', '01011111111110000000000000000001'], ['312221111111111111111110', '010111111111000000000000000000011'], ['312221111111111111111111', '0101111111110000000000000000000'], ['312221111111111111111112', '010111111111000000000000000000111'], ['312221111111111111111113', '01011111111100000000000000000001'], ['302211111111111111111110', '010111111110000000000000000000011'], ['302211111111111111111111', '0101111111100000000000000000000'], ['302211111111111111111112', '010111111110000000000000000000111'], ['302211111111111111111113', '01011111111000000000000000000001'], ['3322111111111111111111110', '010111111100000000000000000000011'], ['3322111111111111111111111', '0101111111000000000000000000000'], ['3322111111111111111111112', '010111111100000000000000000000111'], ['3322111111111111111111113', '01011111110000000000000000000001'], ['31221111111111111111111110', '010111111000000000000000000000011'], ['31221111111111111111111111', '0101111110000000000000000000000'], ['31221111111111111111111112', '010111111000000000000000000000111'], ['31221111111111111111111113', '01011111100000000000000000000001'], ['30211111111111111111111110', '010111110000000000000000000000011'], ['30211111111111111111111111', '0101111100000000000000000000000'], ['30211111111111111111111112', '010111110000000000000000000000111'], ['30211111111111111111111113', '01011111000000000000000000000001'], ['332111111111111111111111110', '010111100000000000000000000000011'], ['332111111111111111111111111', '0101111000000000000000000000000'], ['332111111111111111111111112', '010111100000000000000000000000111'], ['332111111111111111111111113', '01011110000000000000000000000001'], ['3121111111111111111111111110', '010111000000000000000000000000011'], ['3121111111111111111111111111', '0101110000000000000000000000000'], ['3121111111111111111111111112', '010111000000000000000000000000111'], ['3121111111111111111111111113', '01011100000000000000000000000001'], ['3011111111111111111111111110', '010110000000000000000000000000011'], ['3011111111111111111111111111', '0101100000000000000000000000000'], ['3011111111111111111111111112', '010110000000000000000000000000111'], ['3011111111111111111111111113', '01011000000000000000000000000001'], ['33111111111111111111111111110', '010100000000000000000000000000011'], ['33111111111111111111111111111', '0101000000000000000000000000000'], ['33111111111111111111111111112', '010100000000000000000000000000111'], ['33111111111111111111111111113', '01010000000000000000000000000001'], ['311111111111111111111111111110', '010000000000000000000000000000011'], ['311111111111111111111111111111', '0100000000000000000000000000000'], ['311111111111111111111111111112', '010000000000000000000000000000111'], ['311111111111111111111111111113', '01000000000000000000000000000001'], ['1111111111111111111111111111110', '000000000000000000000000000000011'], ['1111111111111111111111111111111', '0000000000000000000000000000000'], ['1111111111111111111111111111112', '000000000000000000000000000000111'], ['1111111111111111111111111111113', '00000000000000000000000000000001']]
