NSimbolos	MaxPos	encoded	decoded	==?
577	847	0001010010011010101010000000010100111111001101110110001110010111111011000101111000010110111101110111010111111111011000001011100100011011101111101011111	3413303541883944591783195032044095761653216346	True
577	847	000101001001101010101000000001010011111100110111011000111001011111101100010111100001011011110111011101011111111101100000101110010001101110111110101111101110000	3413303541883944591783195032044095761653216346401	True
577	847	00010100100110101010100000000101001111110011011101100011100101111110110001011110000101101111011101110101111111110110000010111001000110111011111010111110111000000010000	3413303541883944591783195032044095761653216346401234	True
577	855	00010100100110101010100000000101001111110011011101100011100101111110110001011110000101101111011101110101111111110110000010111001000110111011111010111110111000000010000100111100	341330354188394459178319503204409576165321634640123492	True
578	860	011010001100110100010110111011011110011000010100010110111101111100100111110011110101100001001	39833952363577319216276472517	True
578	860	01101000110011010001011011101101111001100001010001011011110111110010011111001111010110000100110111110	39833952363577319216276472517178	True
578	860	0110100011001101000101101110110111100110000101000101101111011111001001111100111101011000010011011111010001000	39833952363577319216276472517178387	True
578	862	0110100011001101000101101110110111100110000101000101101111011111001001111100111101011000010011011111010001000011001111	39833952363577319216276472517178387390	True
578	867	0110100011001101000101101110110111100110000101000101101111011111001001111100111101011000010011011111010001000011001111101010001	39833952363577319216276472517178387390239	True
578	867	0110100011001101000101101110110111100110000101000101101111011111001001111100111101011000010011011111010001000011001111101010001001010111	39833952363577319216276472517178387390239426	True
578	867	0110100011001101000101101110110111100110000101000101101111011111001001111100111101011000010011011111010001000011001111101010001001010111000110111	3983395236357731921627647251717838739023942621	True
578	867	011010001100110100010110111011011110011000010100010110111101111100100111110011110101100001001101111101000100001100111110101000100101011100011011100000010	3983395236357731921627647251717838739023942621290	True
578	867	01101000110011010001011011101101111001100001010001011011110111110010011111001111010110000100110111110100010000110011111010100010010101110001101110000001010100101111	3983395236357731921627647251717838739023942621290340	True
578	867	0110100011001101000101101110110111100110000101000101101111011111001001111100111101011000010011011111010001000011001111101010001001010111000110111000000101010010111101011000	3983395236357731921627647251717838739023942621290340164	True
578	867	011010001100110100010110111011011110011000010100010110111101111100100111110011110101100001001101111101000100001100111110101000100101011100011011100000010101001011110101100011000010	3983395236357731921627647251717838739023942621290340164301	True
579	855	1101010010100000110001011110100010001100111011111100110110011000001101101000000110011101	253849297173167209438228441	True
579	855	11010100101000001100010111101000100011001110111111001101100110000011011010000001100111011001111001	253849297173167209438228441134	True
579	855	110101001010000011000101111010001000110011101111110011011001100000110110100000011001110110011110010110010101	25384929717316720943822844113433	True
579	855	110101001010000011000101111010001000110011101111110011011001100000110110100000011001110110011110010110010101011110011	25384929717316720943822844113433165	True
579	856	110101001010000011000101111010001000110011101111110011011001100000110110100000011001110110011110010110010101011110011111101111	25384929717316720943822844113433165136	True
579	860	1101010010100000110001011110100010001100111011111100110110011000001101101000000110011101100111100101100101010111100111111011110011001101	25384929717316720943822844113433165136529	True
579	860	1101010010100000110001011110100010001100111011111100110110011000001101101000000110011101100111100101100101010111100111111011110011001101100111001	2538492971731672094382284411343316513652991	True
579	860	11010100101000001100010111101000100011001110111111001101100110000011011010000001100111011001111001011001010101111001111110111100110011011001110010001110011	2538492971731672094382284411343316513652991404	True
579	869	11010100101000001100010111101000100011001110111111001101100110000011011010000001100111011001111001011001010101111001111110111100110011011001110010001110011011111011	2538492971731672094382284411343316513652991404117	True
579	869	11010100101000001100010111101000100011001110111111001101100110000011011010000001100111011001111001011001010101111001111110111100110011011001110010001110011011111011010010101	2538492971731672094382284411343316513652991404117510	True
579	869	11010100101000001100010111101000100011001110111111001101100110000011011010000001100111011001111001011001010101111001111110111100110011011001110010001110011011111011010010101110100010	2538492971731672094382284411343316513652991404117510524	True
580	866	110010000110111101010110001110110011001000110101011110011111111000000010101000100011101011010010111	187380250148292244329745412	True
580	866	11001000011011110101011000111011001100100011010101111001111111100000001010100010001110101101001011110101100	187380250148292244329745412550	True
580	866	11001000011011110101011000111011001100100011010101111001111111100000001010100010001110101101001011110101100011000111	187380250148292244329745412550152	True
580	867	11001000011011110101011000111011001100100011010101111001111111100000001010100010001110101101001011110101100011000111001001111	187380250148292244329745412550152324	True
580	867	11001000011011110101011000111011001100100011010101111001111111100000001010100010001110101101001011110101100011000111001001111111001111	187380250148292244329745412550152324350	True
580	867	11001000011011110101011000111011001100100011010101111001111111100000001010100010001110101101001011110101100011000111001001111111001111011100100	187380250148292244329745412550152324350201	True
580	867	11001000011011110101011000111011001100100011010101111001111111100000001010100010001110101101001011110101100011000111001001111111001111011100100100001111	187380250148292244329745412550152324350201235	True
580	867	110010000110111101010110001110110011001000110101011110011111111000000010101000100011101011010010111101011000110001110010011111110011110111001001000011111111110011	187380250148292244329745412550152324350201235167	True
580	873	11001000011011110101011000111011001100100011010101111001111111100000001010100010001110101101001011110101100011000111001001111111001111011100100100001111111111001101111010	187380250148292244329745412550152324350201235167272	True
580	873	110010000110111101010110001110110011001000110101011110011111111000000010101000100011101011010010111101011000110001110010011111110011110111001001000011111111110011011110101100101011	187380250148292244329745412550152324350201235167272554	True
580	874	11001000011011110101011000111011001100100011010101111001111111100000001010100010001110101101001011110101100011000111001001111111001111011100100100001111111111001101111010110010101101011000	187380250148292244329745412550152324350201235167272554305	True
581	866	100111111111001010100101100100000100111111001111100001111001111010001110011111111011100010001	335162237511640850891436239	True
581	867	1001111111110010101001011001000001001111110011111000011110011110100011100111111110111000100011111001010	33516223751164085089143623982	True
581	867	1001111111110010101001011001000001001111110011111000011110011110100011100111111110111000100011111001010000111011	33516223751164085089143623982394	True
581	874	10011111111100101010010110010000010011111100111110000111100111101000111001111111101110001000111110010100001110111000001001	33516223751164085089143623982394453	True
581	874	1001111111110010101001011001000001001111110011111000011110011110100011100111111110111000100011111001010000111011100000100100110000	33516223751164085089143623982394453422	True
581	874	1001111111110010101001011001000001001111110011111000011110011110100011100111111110111000100011111001010000111011100000100100110000111010011	33516223751164085089143623982394453422458	True
581	874	100111111111001010100101100100000100111111001111100001111001111010001110011111111011100010001111100101000011101110000010010011000011101001101110000	3351622375116408508914362398239445342245836	True
581	874	100111111111001010100101100100000100111111001111100001111001111010001110011111111011100010001111100101000011101110000010010011000011101001101110000111100111	3351622375116408508914362398239445342245836116	True
581	874	100111111111001010100101100100000100111111001111100001111001111010001110011111111011100010001111100101000011101110000010010011000011101001101110000111100111111110100	3351622375116408508914362398239445342245836116345	True
581	874	1001111111110010101001011001000001001111110011111000011110011110100011100111111110111000100011111001010000111011100000100100110000111010011011100001111001111111101001011110100	3351622375116408508914362398239445342245836116345403	True
581	875	1001111111110010101001011001000001001111110011111000011110011110100011100111111110111000100011111001010000111011100000100100110000111010011011100001111001111111101001011110100000111111	3351622375116408508914362398239445342245836116345403118	True
582	834	0001110111000010011000111011100101011100100111001100111101000001110111111001010111001010001011	20435944941335823740872227528	True
582	834	000111011100001001100011101110010101110010011100110011110100000111011111100101011100101000101101111110	20435944941335823740872227528168	True
582	834	000111011100001001100011101110010101110010011100110011110100000111011111100101011100101000101101111110101100000	20435944941335823740872227528168187	True
582	842	00011101110000100110001110111001010111001001110011001111010000011101111110010101110010100010110111111010110000011010010	20435944941335823740872227528168187549	True
582	862	000111011100001001100011101110010101110010011100110011110100000111011111100101011100101000101101111110101100000110100101111010011	20435944941335823740872227528168187549404	True
582	863	0001110111000010011000111011100101011100100111001100111101000001110111111001010111001010001011011111101011000001101001011110100111100100011	2043594494133582374087222752816818754940457	True
582	863	000111011100001001100011101110010101110010011100110011110100000111011111100101011100101000101101111110101100000110100101111010011110010001101011010	2043594494133582374087222752816818754940457506	True
582	866	000111011100001001100011101110010101110010011100110011110100000111011111100101011100101000101101111110101100000110100101111010011110010001101011010000111011	2043594494133582374087222752816818754940457506204	True
582	866	000111011100001001100011101110010101110010011100110011110100000111011111100101011100101000101101111110101100000110100101111010011110010001101011010000111011100101111	204359449413358237408722275281681875494045750620463	True
582	866	0001110111000010011000111011100101011100100111001100111101000001110111111001010111001010001011011111101011000001101001011110100111100100011010110100001110111001011111000010001	20435944941335823740872227528168187549404575062046334	True
582	866	0001110111000010011000111011100101011100100111001100111101000001110111111001010111001010001011011111101011000001101001011110100111100100011010110100001110111001011111000010001110101101111	20435944941335823740872227528168187549404575062046334388	True
583	805	01110111010111111111100111000101010000011100101001001011101101010110100010111000110110010	33348818835379504279164517261	True
583	843	011101110101111111111001110001010100000111001010010010111011010101101000101110001101100101011100011	33348818835379504279164517261538	True
583	859	011101110101111111111001110001010100000111001010010010111011010101101000101110001101100101011100011010010101	33348818835379504279164517261538556	True
583	870	01110111010111111111100111000101010000011100101001001011101101010110100010111000110110010101110001101001010100111110	33348818835379504279164517261538556202	True
583	871	01110111010111111111100111000101010000011100101001001011101101010110100010111000110110010101110001101001010100111110010011011	33348818835379504279164517261538556202565	True
583	873	0111011101011111111110011100010101000001110010100100101110110101011010001011100011011001010111000110100101010011111001001101100010010	33348818835379504279164517261538556202565220	True
583	873	0111011101011111111110011100010101000001110010100100101110110101011010001011100011011001010111000110100101010011111001001101100010010011000111	33348818835379504279164517261538556202565220113	True
583	873	011101110101111111111001110001010100000111001010010010111011010101101000101110001101100101011100011010010101001111100100110110001001001100011111111010	33348818835379504279164517261538556202565220113536	True
583	873	01110111010111111111100111000101010000011100101001001011101101010110100010111000110110010101110001101001010100111110010011011000100100110001111111101001001010	33348818835379504279164517261538556202565220113536527	True
583	873	01110111010111111111100111000101010000011100101001001011101101010110100010111000110110010101110001101001010100111110010011011000100100110001111111101001001010101011011	33348818835379504279164517261538556202565220113536527250	True
583	873	0111011101011111111110011100010101000001110010100100101110110101011010001011100011011001010111000110100101010011111001001101100010010011000111111110100100101010101101111011010	33348818835379504279164517261538556202565220113536527250260	True
584	845	1111011011010001010011010011110111101000000110111110111010100010001001110001101110011110101	44145731720225322530642048236	True
584	845	1111011011010001010011010011110111101000000110111110111010100010001001110001101110011110101010101101	44145731720225322530642048236336	True
584	859	1111011011010001010011010011110111101000000110111110111010100010001001110001101110011110101010101101001111111	4414573172022532253064204823633659	True
584	859	1111011011010001010011010011110111101000000110111110111010100010001001110001101110011110101010101101001111111000100111	4414573172022532253064204823633659420	True
584	859	111101101101000101001101001111011110100000011011111011101010001000100111000110111001111010101010110100111111100010011111100000	4414573172022532253064204823633659420131	True
584	859	111101101101000101001101001111011110100000011011111011101010001000100111000110111001111010101010110100111111100010011111100000101101011	4414573172022532253064204823633659420131430	True
584	859	111101101101000101001101001111011110100000011011111011101010001000100111000110111001111010101010110100111111100010011111100000101101011000101111	4414573172022532253064204823633659420131430446	True
584	859	11110110110100010100110100111101111010000001101111101110101000100010011100011011100111101010101011010011111110001001111110000010110101100010111111111100	4414573172022532253064204823633659420131430446301	True
584	859	11110110110100010100110100111101111010000001101111101110101000100010011100011011100111101010101011010011111110001001111110000010110101100010111111111100100000011	4414573172022532253064204823633659420131430446301253	True
584	860	11110110110100010100110100111101111010000001101111101110101000100010011100011011100111101010101011010011111110001001111110000010110101100010111111111100100000011111110110	4414573172022532253064204823633659420131430446301253255	True
584	860	1111011011010001010011010011110111101000000110111110111010100010001001110001101110011110101010101101001111111000100111111000001011010110001011111111110010000001111111011011001010	4414573172022532253064204823633659420131430446301253255543	True
585	811	1111000010000011010010100100110010110000011001101111100101000100011101100000111011000101	360295303554295108379362152378	True
585	845	111100001000001101001010010011001011000001100110111110010100010001110110000011101100010101011100	36029530355429510837936215237841	True
585	865	111100001000001101001010010011001011000001100110111110010100010001110110000011101100010101011100101110111	36029530355429510837936215237841235	True
585	865	111100001000001101001010010011001011000001100110111110010100010001110110000011101100010101011100101110111001010011	36029530355429510837936215237841235458	True
585	880	111100001000001101001010010011001011000001100110111110010100010001110110000011101100010101011100101110111001010011100010011	36029530355429510837936215237841235458197	True
585	880	111100001000001101001010010011001011000001100110111110010100010001110110000011101100010101011100101110111001010011100010011110101111	36029530355429510837936215237841235458197136	True
585	880	1111000010000011010010100100110010110000011001101111100101000100011101100000111011000101010111001011101110010100111000100111101011110010001111	3602953035542951083793621523784123545819713680	True
585	880	1111000010000011010010100100110010110000011001101111100101000100011101100000111011000101010111001011101110010100111000100111101011110010001111001010011	3602953035542951083793621523784123545819713680458	True
585	880	111100001000001101001010010011001011000001100110111110010100010001110110000011101100010101011100101110111001010011100010011110101111001000111100101001101011100	360295303554295108379362152378412354581971368045841	True
585	880	11110000100000110100101001001100101100000110011011111001010001000111011000001110110001010101110010111011100101001110001001111010111100100011110010100110101110011011010	360295303554295108379362152378412354581971368045841272	True
585	880	111100001000001101001010010011001011000001100110111110010100010001110110000011101100010101011100101110111001010011100010011110101111001000111100101001101011100110110101110110101	360295303554295108379362152378412354581971368045841272236	True
586	849	00101100110010101110100111110010000110000101111010000001101101001011001111001000011110100001	2942413671598437317664159542	True
586	872	00101100110010101110100111110010000110000101111010000001101101001011001111001000011110100001111110101	2942413671598437317664159542568	True
586	872	00101100110010101110100111110010000110000101111010000001101101001011001111001000011110100001111110101110001111	2942413671598437317664159542568350	True
586	873	0010110011001010111010011111001000011000010111101000000110110100101100111100100001111010000111111010111000111111001110	2942413671598437317664159542568350520	True
586	874	001011001100101011101001111100100001100001011110100000011011010010110011110010000111101000011111101011100011111100111010101100	294241367159843731766415954256835052098	True
586	877	001011001100101011101001111100100001100001011110100000011011010010110011110010000111101000011111101011100011111100111010101100101000011	294241367159843731766415954256835052098407	True
586	877	0010110011001010111010011111001000011000010111101000000110110100101100111100100001111010000111111010111000111111001110101011001010000111101110011	294241367159843731766415954256835052098407180	True
586	877	00101100110010101110100111110010000110000101111010000001101101001011001111001000011110100001111110101110001111110011101010110010100001111011100111101101010	294241367159843731766415954256835052098407180516	True
586	877	00101100110010101110100111110010000110000101111010000001101101001011001111001000011110100001111110101110001111110011101010110010100001111011100111101101010100001111	294241367159843731766415954256835052098407180516169	True
586	877	0010110011001010111010011111001000011000010111101000000110110100101100111100100001111010000111111010111000111111001110101011001010000111101110011110110101010000111111101100	29424136715984373176641595425683505209840718051616979	True
586	879	0010110011001010111010011111001000011000010111101000000110110100101100111100100001111010000111111010111000111111001110101011001010000111101110011110110101010000111111101100010101001	29424136715984373176641595425683505209840718051616979193	True
587	870	00111000110011100011101000100011111000101001100001101011010000110000110010000101101100010	222319056635340305467238183	True
587	870	00111000110011100011101000100011111000101001100001101011010000110000110010000101101100010101011101	222319056635340305467238183508	True
587	870	0011100011001110001110100010001111100010100110000110101101000011000011001000010110110001010101110110110000	222319056635340305467238183508104	True
587	872	0011100011001110001110100010001111100010100110000110101101000011000011001000010110110001010101110110110000001000010	222319056635340305467238183508104524	True
587	872	001110001100111000111010001000111110001010011000011010110100001100001100100001011011000101010111011011000000100001010011000101	222319056635340305467238183508104524586	True
587	877	00111000110011100011101000100011111000101001100001101011010000110000110010000101101100010101011101101100000010000101001100010111110111001	222319056635340305467238183508104524586268	True
587	878	00111000110011100011101000100011111000101001100001101011010000110000110010000101101100010101011101101100000010000101001100010111110111001011001011	222319056635340305467238183508104524586268111	True
587	879	00111000110011100011101000100011111000101001100001101011010000110000110010000101101100010101011101101100000010000101001100010111110111001011001011101010111	222319056635340305467238183508104524586268111325	True
587	879	0011100011001110001110100010001111100010100110000110101101000011000011001000010110110001010101110110110000001000010100110001011111011100101100101110101011111010101011	22231905663534030546723818350810452458626811132549	True
587	879	0011100011001110001110100010001111100010100110000110101101000011000011001000010110110001010101110110110000001000010100110001011111011100101100101110101011111010101011001011011	22231905663534030546723818350810452458626811132549394	True
587	879	001110001100111000111010001000111110001010011000011010110100001100001100100001011011000101010111011011000000100001010011000101111101110010110010111010101111101010101100101101110001110	22231905663534030546723818350810452458626811132549394242	True
588	878	1111011010111001110011000011111100110001001111000111101110001001000101010000011111111011010	8922946933249455520552539089	True
588	878	11110110101110011100110000111111001100010011110001111011100010010001010100000111111110110100000011000	8922946933249455520552539089282	True
588	879	111101101011100111001100001111110011000100111100011110111000100100010101000001111111101101000000110001100000001	8922946933249455520552539089282373	True
588	880	11110110101110011100110000111111001100010011110001111011100010010001010100000111111110110100000011000110000000100100010	8922946933249455520552539089282373189	True
588	881	11110110101110011100110000111111001100010011110001111011100010010001010100000111111110110100000011000110000000100100010111110011	8922946933249455520552539089282373189384	True
588	881	1111011010111001110011000011111100110001001111000111101110001001000101010000011111111011010000001100011000000010010001011111001111111010	8922946933249455520552539089282373189384295	True
588	881	111101101011100111001100001111110011000100111100011110111000100100010101000001111111101101000000110001100000001001000101111100111111101000101100	8922946933249455520552539089282373189384295487	True
588	881	11110110101110011100110000111111001100010011110001111011100010010001010100000111111110110100000011000110000000100100010111110011111110100010110011100100	892294693324945552055253908928237318938429548725	True
588	881	11110110101110011100110000111111001100010011110001111011100010010001010100000111111110110100000011000110000000100100010111110011111110100010110011100100001110010	89229469332494555205525390892823731893842954872513	True
588	881	111101101011100111001100001111110011000100111100011110111000100100010101000001111111101101000000110001100000001001000101111100111111101000101100111001000011100100110100110	89229469332494555205525390892823731893842954872513563	True
588	881	111101101011100111001100001111110011000100111100011110111000100100010101000001111111101101000000110001100000001001000101111100111111101000101100111001000011100100110100110001010011	89229469332494555205525390892823731893842954872513563547	True
589	818	101101001110101110001010010010010111100011110001001010100011111001001101110011100111001000	19051521211149425771410149164	True
589	818	101101001110101110001010010010010111100011110001001010100011111001001101110011100111001000110011111	19051521211149425771410149164118	True
589	827	10110100111010111000101001001001011110001111000100101010001111100100110111001110011100100011001111111011000	19051521211149425771410149164118106	True
589	827	10110100111010111000101001001001011110001111000100101010001111100100110111001110011100100011001111111011000101101101	19051521211149425771410149164118106449	True
589	859	10110100111010111000101001001001011110001111000100101010001111100100110111001110011100100011001111111011000101101101001110111	19051521211149425771410149164118106449464	True
589	873	101101001110101110001010010010010111100011110001001010100011111001001101110011100111001000110011111110110001011011010011101110100001011	19051521211149425771410149164118106449464518	True
589	878	10110100111010111000101001001001011110001111000100101010001111100100110111001110011100100011001111111011000101101101001110111010000101110000110	19051521211149425771410149164118106449464518209	True
589	880	10110100111010111000101001001001011110001111000100101010001111100100110111001110011100100011001111111011000101101101001110111010000101110000110111101000	19051521211149425771410149164118106449464518209271	True
589	882	10110100111010111000101001001001011110001111000100101010001111100100110111001110011100100011001111111011000101101101001110111010000101110000110111101000110000111	19051521211149425771410149164118106449464518209271280	True
589	883	101101001110101110001010010010010111100011110001001010100011111001001101110011100111001000110011111110110001011011010011101110100001011100001101111010001100001110110100111101	19051521211149425771410149164118106449464518209271280454	True
589	883	101101001110101110001010010010010111100011110001001010100011111001001101110011100111001000110011111110110001011011010011101110100001011100001101111010001100001110110100111101000111011	19051521211149425771410149164118106449464518209271280454462	True
590	818	10111100110011110110010111001000001111100001100011000100100100001101111101100101101011	46520232531639849949051222344	True
590	818	1011110011001111011001011100100000111110000110001100010010010000110111110110010110101111010100	46520232531639849949051222344176	True
590	848	1011110011001111011001011100100000111110000110001100010010010000110111110110010110101111010100101110001	46520232531639849949051222344176480	True
590	879	1011110011001111011001011100100000111110000110001100010010010000110111110110010110101111010100101110001100011011	46520232531639849949051222344176480250	True
590	879	10111100110011110110010111001000001111100001100011000100100100001101111101100101101011110101001011100011000110111001001111	46520232531639849949051222344176480250292	True
590	879	101111001100111101100101110010000011111000011000110001001001000011011111011001011010111101010010111000110001101110010011111101110110	46520232531639849949051222344176480250292477	True
590	879	101111001100111101100101110010000011111000011000110001001001000011011111011001011010111101010010111000110001101110010011111101110110001111001	4652023253163984994905122234417648025029247777	True
590	879	101111001100111101100101110010000011111000011000110001001001000011011111011001011010111101010010111000110001101110010011111101110110001111001010001011	4652023253163984994905122234417648025029247777145	True
590	879	10111100110011110110010111001000001111100001100011000100100100001101111101100101101011110101001011100011000110111001001111110111011000111100101000101101101110	4652023253163984994905122234417648025029247777145217	True
590	879	10111100110011110110010111001000001111100001100011000100100100001101111101100101101011110101001011100011000110111001001111110111011000111100101000101101101110110110110	4652023253163984994905122234417648025029247777145217255	True
590	879	10111100110011110110010111001000001111100001100011000100100100001101111101100101101011110101001011100011000110111001001111110111011000111100101000101101101110110110110100100111	4652023253163984994905122234417648025029247777145217255116	True
591	886	01111100111111001010011011011000100011100000001111111111100010001111011010111110110101	175535451427973675357141831	True
591	887	0111110011111100101001101101100010001110000000111111111110001000111101101011111011010111101100	175535451427973675357141831223	True
591	887	01111100111111001010011011011000100011100000001111111111100010001111011010111110110101111011001011111001	175535451427973675357141831223299	True
591	887	01111100111111001010011011011000100011100000001111111111100010001111011010111110110101111011001011111001011111011011	175535451427973675357141831223299313	True
591	887	01111100111111001010011011011000100011100000001111111111100010001111011010111110110101111011001011111001011111011011000100001	175535451427973675357141831223299313239	True
591	887	01111100111111001010011011011000100011100000001111111111100010001111011010111110110101111011001011111001011111011011000100001011111011	175535451427973675357141831223299313239152	True
591	887	01111100111111001010011011011000100011100000001111111111100010001111011010111110110101111011001011111001011111011011000100001011111011011111110	175535451427973675357141831223299313239152372	True
591	887	0111110011111100101001101101100010001110000000111111111110001000111101101011111011010111101100101111100101111101101100010000101111101101111111001000100	175535451427973675357141831223299313239152372205	True
591	887	0111110011111100101001101101100010001110000000111111111110001000111101101011111011010111101100101111100101111101101100010000101111101101111111001000100101000111	175535451427973675357141831223299313239152372205330	True
591	887	01111100111111001010011011011000100011100000001111111111100010001111011010111110110101111011001011111001011111011011000100001011111011011111110010001001010001110011011101	175535451427973675357141831223299313239152372205330482	True
591	887	01111100111111001010011011011000100011100000001111111111100010001111011010111110110101111011001011111001011111011011000100001011111011011111110010001001010001110011011101000101111	175535451427973675357141831223299313239152372205330482513	True
592	849	111010101000110010111110010100101111111001010001000010001100111111111001001010000100111	26052584325383365223422116	True
592	849	11101010100011001011111001010010111111100101000100001000110011111111100100101000010011111001110	26052584325383365223422116405	True
592	849	11101010100011001011111001010010111111100101000100001000110011111111100100101000010011111001110011110111	26052584325383365223422116405390	True
592	849	11101010100011001011111001010010111111100101000100001000110011111111100100101000010011111001110011110111100001100	2605258432538336522342211640539094	True
592	849	1110101010001100101111100101001011111110010100010000100011001111111110010010100001001111100111001111011110000110010011010	2605258432538336522342211640539094272	True
592	849	1110101010001100101111100101001011111110010100010000100011001111111110010010100001001111100111001111011110000110010011010011111110	260525843253833652234221164053909427256	True
592	849	111010101000110010111110010100101111111001010001000010001100111111111001001010000100111110011100111101111000011001001101001111111001011100	260525843253833652234221164053909427256251	True
592	849	1110101010001100101111100101001011111110010100010000100011001111111110010010100001001111100111001111011110000110010011010011111110010111000010010111101	260525843253833652234221164053909427256251454	True
592	855	111010101000110010111110010100101111111001010001000010001100111111111001001010000100111110011100111101111000011001001101001111111001011100001001011110100001000	260525843253833652234221164053909427256251454269	True
592	855	11101010100011001011111001010010111111100101000100001000110011111111100100101000010011111001110011110111100001100100110100111111100101110000100101111010000100011010010	260525843253833652234221164053909427256251454269485	True
592	855	11101010100011001011111001010010111111100101000100001000110011111111100100101000010011111001110011110111100001100100110100111111100101110000100101111010000100011010010011011101	260525843253833652234221164053909427256251454269485357	True
593	759	011001110111100000001110111100001100010110111010010111010010110110100111111100011000011001011	33339853942353259629732845	True
593	765	01100111011110000000111011110000110001011011101001011101001011011010011111110001100001100101100000100	333398539423532596297328453	True
593	827	01100111011110000000111011110000110001011011101001011101001011011010011111110001100001100101100000100101000011	333398539423532596297328453121	True
593	833	011001110111100000001110111100001100010110111010010111010010110110100111111100011000011001011000001001010000110000001011	333398539423532596297328453121518	True
593	833	01100111011110000000111011110000110001011011101001011101001011011010011111110001100001100101100000100101000011000000101111110000	333398539423532596297328453121518398	True
593	860	01100111011110000000111011110000110001011011101001011101001011011010011111110001100001100101100000100101000011000000101111110000011000011	333398539423532596297328453121518398428	True
593	875	0110011101111000000011101111000011000101101110100101110100101101101001111111000110000110010110000010010100001100000010111111000001100001111010000	333398539423532596297328453121518398428104	True
593	875	0110011101111000000011101111000011000101101110100101110100101101101001111111000110000110010110000010010100001100000010111111000001100001111010000101011011	333398539423532596297328453121518398428104117	True
593	875	011001110111100000001110111100001100010110111010010111010010110110100111111100011000011001011000001001010000110000001011111100000110000111101000010101101101001000	333398539423532596297328453121518398428104117164	True
593	875	011001110111100000001110111100001100010110111010010111010010110110100111111100011000011001011000001001010000110000001011111100000110000111101000010101101101001000101011011	333398539423532596297328453121518398428104117164117	True
593	875	01100111011110000000111011110000110001011011101001011101001011011010011111110001100001100101100000100101000011000000101111110000011000011110100001010110110100100010101101100001000	333398539423532596297328453121518398428104117164117269	True
594	815	001101001100101010000010100011111011000101101111011011000010111111001110100011100010100100	415230543253153477136608519	True
594	815	001101001100101010000010100011111011000101101111011011000010111111001110100011100010100100111111011	415230543253153477136608519469	True
594	815	00110100110010101000001010001111101100010110111101101100001011111100111010001110001010010011111101101110110	4152305432531534771366085194691	True
594	815	0011010011001010100000101000111110110001011011110110110000101111110011101000111000101001001111110110111011001000000	415230543253153477136608519469139	True
594	815	00110100110010101000001010001111101100010110111101101100001011111100111010001110001010010011111101101110110010000001010001101	415230543253153477136608519469139410	True
594	853	00110100110010101000001010001111101100010110111101101100001011111100111010001110001010010011111101101110110010000001010001101010110110	415230543253153477136608519469139410173	True
594	853	001101001100101010000010100011111011000101101111011011000010111111001110100011100010100100111111011011101100100000010100011010101101100111011101	415230543253153477136608519469139410173482	True
594	856	00110100110010101000001010001111101100010110111101101100001011111100111010001110001010010011111101101110110010000001010001101010110110011101110100000000	415230543253153477136608519469139410173482559	True
594	856	0011010011001010100000101000111110110001011011110110110000101111110011101000111000101001001111110110111011001000000101000110101011011001110111010000000001100110	415230543253153477136608519469139410173482559352	True
594	856	0011010011001010100000101000111110110001011011110110110000101111110011101000111000101001001111110110111011001000000101000110101011011001110111010000000001100110101000011	415230543253153477136608519469139410173482559352121	True
594	863	0011010011001010100000101000111110110001011011110110110000101111110011101000111000101001001111110110111011001000000101000110101011011001110111010000000001100110101000011111010111	415230543253153477136608519469139410173482559352121588	True
595	888	1100100010010111001010101101111001010111011100001001010011101100001101101100001001111100110	51748953254530157597462267395	True
595	888	1100100010010111001010101101111001010111011100001001010011101100001101101100001001111100110011111011	51748953254530157597462267395469	True
595	888	1100100010010111001010101101111001010111011100001001010011101100001101101100001001111100110011111011101110010	51748953254530157597462267395469486	True
595	888	1100100010010111001010101101111001010111011100001001010011101100001101101100001001111100110011111011101110010011100011	51748953254530157597462267395469486547	True
595	893	11001000100101110010101011011110010101110111000010010100111011000011011011000010011111001100111110111011100100111000111110110101	5174895325453015759746226739546948654740	True
595	893	110010001001011100101010110111100101011101110000100101001110110000110110110000100111110011001111101110111001001110001111101101010101011100	5174895325453015759746226739546948654740229	True
595	893	110010001001011100101010110111100101011101110000100101001110110000110110110000100111110011001111101110111001001110001111101101010101011100000010111	5174895325453015759746226739546948654740229325	True
595	893	110010001001011100101010110111100101011101110000100101001110110000110110110000100111110011001111101110111001001110001111101101010101011100000010111011111111	5174895325453015759746226739546948654740229325234	True
595	893	11001000100101110010101011011110010101110111000010010100111011000011011011000010011111001100111110111011100100111000111110110101010101110000001011101111111100010000	5174895325453015759746226739546948654740229325234387	True
595	893	110010001001011100101010110111100101011101110000100101001110110000110110110000100111110011001111101110111001001110001111101101010101011100000010111011111111000100000001000110	5174895325453015759746226739546948654740229325234387414	True
595	893	110010001001011100101010110111100101011101110000100101001110110000110110110000100111110011001111101110111001001110001111101101010101011100000010111011111111000100000001000110000110111	5174895325453015759746226739546948654740229325234387414215	True
596	817	01110100101000100001010111110110010011110110110011101010000000000111101010110111001111100000000011	56110444245952299160400461286	True
596	817	01110100101000100001010111110110010011110110110011101010000000000111101010110111001111100000000011101001101	56110444245952299160400461286484	True
596	817	0111010010100010000101011111011001001111011011001110101000000000011110101011011100111110000000001110100110111110110	56110444245952299160400461286484520	True
596	817	011101001010001000010101111101100100111101101100111010100000000001111010101101110011111000000000111010011011111011011000010	56110444245952299160400461286484520427	True
